id,name,release_date,platform
168640,Playing History: The Plague,2014-09-11,Windows
168641,Plith,2012-06-19,Linux
168641,Plith,2012-06-19,Macintosh
168641,Plith,2012-06-19,Windows
168643,Curse of Slate Rock Manor,2011-06-02,Windows
168671,Stonerid,2013-12-18,Windows
168672,Woah Dave!,2014-10-30,Android
168672,Woah Dave!,2014-10-30,Nintendo 3DS
168672,Woah Dave!,2014-10-30,iPad
168672,Woah Dave!,2014-10-30,PlayStation 4
168672,Woah Dave!,2014-10-30,Linux
168675,Space Hack,2005-11-15,Windows
168726,Tiger Eye - Part 1: Curse of the Riddle Box,2010-08-18,Macintosh
168727,Tiger Eye: The Sacrifice,2012-04-12,Macintosh
168727,Tiger Eye: The Sacrifice,2012-04-12,Windows
168729,SENTINEL: Descendants in Time,2004-12-14,Windows
168731,Aura 2: The Sacred Rings,2007-03-07,Windows
169856,Wings of Vi,2014-11-28,Windows
169858,Foresight,2014-11-28,Windows
169859,Mining Industry Simulator,2014-11-28,Linux
169860,Beach Resort Simulator,2014-11-28,Windows
169869,Nekketsu Kakutō Densetsu,1992-12-23,NES
169873,Motorcycle Club,2014-11-28,Windows
169874,Emergency 5 - Deluxe Edition,2014-11-27,Windows
169875,Emergency 2012,2010-11-22,Windows
169876,Emergency 2014,2014-11-15,Windows
169877,Emergency 2013,2012-11-09,Windows
169764,Phantasmaburbia,2013-03-05,Macintosh
169764,Phantasmaburbia,2013-03-05,Windows
169766,Racer 8,2014-03-31,iPad
169766,Racer 8,2014-06-06,Macintosh
169766,Racer 8,2014-06-06,Windows
169769,Snow Light,2014-08-15,Macintosh
169769,Snow Light,2014-08-15,Windows
169797,Anno: Build an Empire,2014-04-24,iPad
169799,Rage Runner,2014-05-16,Macintosh
169799,Rage Runner,2014-05-16,Windows
169803,Galactic Arms Race,2014-05-31,Windows
169838,Fantasy Kommander: Eukarion Wars,2013-10-16,Windows
169677,Final Dusk,2014-10-21,Android
169677,Final Dusk,2014-10-21,iPad
169677,Final Dusk,2014-10-21,Windows
169678,Real Horror Stories,2014-05-14,Android
169678,Real Horror Stories,2014-05-14,iPad
169678,Real Horror Stories,2014-04-01,Windows
169695,If My Heart Had Wings,2013-06-28,Windows
169700,Instant Dungeon,2014-11-24,Windows
169709,Aarklash: Legacy,2013-09-12,Windows
169762,Capsule,2012-02-14,Windows
169763,QUALIA 3: Multi Agent,2014-04-18,Windows
169554,Damnation City of Death,2015-03-03,Windows
169566,Modern Air Power,2013-07-03,Android
169566,Modern Air Power,2013-07-03,iPad
169566,Modern Air Power,2013-07-03,Windows
169585,European Ship Simulator,2014-11-21,Windows
169632,The Doctor and the Dalek,2014-10-22,Web Browser
169633,Attack of the Graske,2005-12-25,Web Browser
169641,Black Hole (2008),2008-12-05,Web Browser
169644,Death Skid Marks,2014-11-20,Windows
169659,Another Star,2014-05-01,Linux
169659,Another Star,2014-04-10,Windows
169660,Accidental Runner,2014-10-12,Windows
169661,Cubot,2014-08-13,Android
169661,Cubot,2014-08-13,iPad
169661,Cubot,2014-10-13,Linux
169661,Cubot,2014-10-13,Macintosh
169661,Cubot,2014-10-13,Windows
169662,Irregular Zone,2014-08-20,Windows
169663,Koala Kids,2014-07-02,Windows
169664,The Interview,2014-07-30,Windows
169665,Cold Contract,2015-02-24,Linux
169665,Cold Contract,2015-02-24,Windows
169666,Downpour,2011-06-27,iPad
169667,Synonymy,2014-11-20,Android
169667,Synonymy,2014-11-20,iPad
169667,Synonymy,2014-11-20,Macintosh
169676,Abomination Tower,2014-10-25,Macintosh
169676,Abomination Tower,2014-10-25,Windows
169340,Railroad Island,2014-03-26,Android
169394,Rodea: The Sky Soldier,2015-09-25,Nintendo 3DS
169394,Rodea: The Sky Soldier,2015-09-25,Wii U
169394,Rodea: The Sky Soldier,2015-09-22,Nintendo 3DS
169394,Rodea: The Sky Soldier,2015-09-22,Wii U
169437,Go To Bed: Survive The Night,2014-10-24,iPad
169476,Panzer General Forever,2009-12-24,Windows
169529,Sniper Elite: Nazi Zombie Army 2,2013-10-31,Windows
169535,Spy Chameleon - RGB Agent,2018-03-09,Nintendo Switch
169535,Spy Chameleon - RGB Agent,2014-06-11,Linux
169535,Spy Chameleon - RGB Agent,2014-06-11,Macintosh
169535,Spy Chameleon - RGB Agent,2014-06-11,Windows
169280,Ninja Cats vs Samurai Dogs,2014-02-21,Android
169280,Ninja Cats vs Samurai Dogs,2014-02-21,iPad
169280,Ninja Cats vs Samurai Dogs,2014-02-21,Windows
169281,Playing History 2: Slave Trade,2014-09-13,Macintosh
169281,Playing History 2: Slave Trade,2014-09-13,Windows
169282,Legends of Persia,2014-06-03,Windows
169284,Beyond Space,2014-02-27,Android
169284,Beyond Space,2014-02-27,iPad
169284,Beyond Space,2014-06-16,Macintosh
169284,Beyond Space,2014-06-16,Windows
169286,Clutch,2009-06-02,Windows
169286,Clutch,2011-05-30,PlayStation 3
169287,Shattered Haven,2013-03-18,Linux
169287,Shattered Haven,2013-03-18,Macintosh
169287,Shattered Haven,2013-03-18,Windows
169291,Blinding Dark,2014-08-12,Linux
169291,Blinding Dark,2014-08-12,Macintosh
169291,Blinding Dark,2014-08-12,Windows
169232,Boo Bunny Plague,2014-09-04,Macintosh
169232,Boo Bunny Plague,2014-09-04,Windows
169233,Tesla Breaks the World!,2014-09-26,Linux
169233,Tesla Breaks the World!,2014-09-26,Macintosh
169233,Tesla Breaks the World!,2014-09-26,Windows
169235,Haunted,2012-12-11,Windows
169237,Shadows: Price For Our Sins,2013-03-21,Windows
169238,Influent,2014-03-20,Linux
169245,The Counting Kingdom,2014-08-05,iPad
169245,The Counting Kingdom,2014-08-05,Macintosh
169245,The Counting Kingdom,2014-08-05,Windows
169915,Aviator - Bush Pilot,2014-11-04,Windows
169253,Heroes of Might and Magic II Gold,1998-12-18,DOS
169253,Heroes of Might and Magic II Gold,2009-08-20,Windows
169272,Claire,2016-08-30,PlayStation 4
169272,Claire,2014-07-07,Windows
169937,Real World Racing,2013-12-06,Windows
169273,Haunt the House: Terrortown,2014-10-30,Android
169273,Haunt the House: Terrortown,2014-10-30,iPad
169273,Haunt the House: Terrortown,2014-06-06,Macintosh
169273,Haunt the House: Terrortown,2013-01-09,PlayStation Vita
169273,Haunt the House: Terrortown,2014-06-06,Windows
169938,WRC Powerslide,2013-03-13,PlayStation 3
169938,WRC Powerslide,2014-02-07,Windows
169938,WRC Powerslide,2013-03-08,Xbox 360
169277,Frederic: Evil Strikes Back,2014-05-08,Android
169277,Frederic: Evil Strikes Back,2014-05-08,iPad
169277,Frederic: Evil Strikes Back,2014-05-23,Linux
169277,Frederic: Evil Strikes Back,2014-05-23,Macintosh
169277,Frederic: Evil Strikes Back,2014-05-23,Windows
169939,Derrick the Deathfin,2014-06-16,Linux
169939,Derrick the Deathfin,2014-06-16,Macintosh
169939,Derrick the Deathfin,2012-10-09,PlayStation 3
169939,Derrick the Deathfin,2014-06-16,Windows
169940,Dungeon Lurk II - Leona,2014-08-14,Android
169940,Dungeon Lurk II - Leona,2014-10-27,Linux
169940,Dungeon Lurk II - Leona,2014-10-27,Macintosh
169940,Dungeon Lurk II - Leona,2014-10-27,Windows
169964,"Warhammer 40,000: Eternal Crusade",2016-09-23,Linux
169964,"Warhammer 40,000: Eternal Crusade",2016-09-23,Windows
169971,Space Hulk - Space Wolves Chapter,2014-03-11,Windows
169972,Space Hulk - Harbinger of Torment Campaign,2014-05-19,Windows
169974,Space Hulk - Sword of Halcyon Campaign,2014-11-21,Windows
170524,Terra Battle,2014-10-09,Android
170524,Terra Battle,2014-10-09,iPad
170532,Dungeon of Elements,2014-06-12,Linux
170541,Squishy the Suicidal Pig,2014-10-23,Android
170541,Squishy the Suicidal Pig,2014-10-23,Macintosh
170541,Squishy the Suicidal Pig,2014-10-23,Windows
170543,Koya Rift,2011-05-05,Windows
170548,Steam Heroes,2014-05-01,Windows
170548,Steam Heroes,2010-10-30,Xbox 360
170562,The Manhattan Project,2014-08-03,iPad
170581,DCS: MiG-15bis,2015-02-03,Windows
170467,Imagine Me,2014-03-14,Windows
170469,Real Boxing,2013-09-23,Android
170469,Real Boxing,2012-11-15,iPad
170469,Real Boxing,2014-03-28,Macintosh
170469,Real Boxing,2013-08-28,PlayStation Vita
170469,Real Boxing,2014-07-02,Windows
170485,Fritz for Fun 13,2013-08-12,Windows
170487,Elegy for a Dead World,2014-12-10,Windows
170488,Flyhunter Origins,2014-12-10,Windows
170489,Yury,2014-12-09,Windows
170490,Dungeonmans,2014-12-09,Windows
170492,Ropeway Simulator 2014,2014-12-09,Windows
170499,Pulstar,2014-06-11,Linux
170516,Fisherman's Bait 2: Big Ol' Bass,2000-03-01,PlayStation
170516,Fisherman's Bait 2: Big Ol' Bass,1999-09-30,PlayStation
170516,Fisherman's Bait 2: Big Ol' Bass,1999-11-24,PlayStation
170370,Cardinal Quest 2,2014-09-24,Android
170370,Cardinal Quest 2,2014-04-30,Web Browser
170370,Cardinal Quest 2,2014-03-20,iPad
170371,God of Light,2014-03-20,Android
170371,God of Light,2014-02-28,iPad
170375,Transformers: Rise of the Dark Spark (Nintendo 3DS),2014-06-25,Nintendo 3DS
170375,Transformers: Rise of the Dark Spark (Nintendo 3DS),2014-06-27,Nintendo 3DS
170375,Transformers: Rise of the Dark Spark (Nintendo 3DS),2014-06-24,Nintendo 3DS
170398,Creatures Such as We,2014-10-01,Web Browser
170450,It's A Wipe!,2014-12-11,Windows
170451,Run or Die,2014-12-11,Windows
170453,Brick-Force,2014-12-11,Windows
170458,Last Inua,2014-12-11,Macintosh
170462,Words for Evil,2014-08-12,Windows
170466,JUJU,2014-12-10,Windows
170255,Club Penguin (2005),2005-10-24,Web Browser
170256,Club Penguin Sled Racer,2014-07-29,iPad
170259,Club Penguin (2013),2014-12-14,Android
170259,Club Penguin (2013),2013-04-19,iPad
170328,Tales from Space: About a Blob,2011-02-02,PlayStation 3
170349,Dragon Ball Advanced Adventure,2006-06-06,Game Boy Advance
170352,Monster Guardians,2001-03-21,Game Boy Advance
170359,Fight the Dragon,2014-12-04,Linux
170359,Fight the Dragon,2014-12-04,Macintosh
170359,Fight the Dragon,2014-12-04,Windows
170360,Wars and Battles,2015-06-23,Android
170360,Wars and Battles,2014-11-27,iPad
170361,Heroslayer!,2014-03-04,Android
170368,The Legend of Korra: A New Era Begins,2014-10-28,Nintendo 3DS
170236,Purgatory (2012),2012-01-27,Windows
170237,Nom!Oboros,2012-01-27,Macintosh
170237,Nom!Oboros,2012-01-27,Windows
170238,Jörmungandr,2012-01-27,Windows
170241,Roller Polar,2014-12-04,Android
170241,Roller Polar,2014-12-04,iPad
170247,Elune Saga,2014-11-12,Android
170247,Elune Saga,2014-11-24,iPad
170250,Dustoff Heli Rescue,2014-12-02,Android
170250,Dustoff Heli Rescue,2014-11-17,iPad
170250,Dustoff Heli Rescue,2015-03-05,Macintosh
170251,Fist of Jesus,2014-11-08,Android
170251,Fist of Jesus,2014-08-14,iPad
170251,Fist of Jesus,2014-10-17,Linux
170251,Fist of Jesus,2014-10-17,Macintosh
170251,Fist of Jesus,2014-10-17,Windows
170252,Night at the Museum: Hidden Treasures,2014-12-01,Android
170252,Night at the Museum: Hidden Treasures,2014-11-06,iPad
170253,Braveland Wizard,2014-12-02,Android
170253,Braveland Wizard,2014-12-04,iPad
170253,Braveland Wizard,2014-12-04,Linux
170253,Braveland Wizard,2014-12-04,Macintosh
170253,Braveland Wizard,2014-12-04,Windows
170254,Club Penguin Puffle Wild,2014-11-03,iPad
170221,"MagniFusion: Push, Combine, Squash and Pop",2010-07-30,iPad
170222,Magnify Physics,2010-04-03,iPad
170231,Bean Dreams,2014-12-04,iPad
170232,Omelette Boris,2012-01-27,Macintosh
170232,Omelette Boris,2012-01-27,Windows
170233,Whirlstrom,2012-01-27,Linux
170233,Whirlstrom,2012-01-27,Macintosh
170233,Whirlstrom,2012-01-27,Windows
170234,Streams,2012-01-27,Macintosh
170234,Streams,2012-01-27,Windows
170235,Burn (2012),2012-01-27,Windows
170164,Paper Monsters Recut,2014-10-16,Wii U
170164,Paper Monsters Recut,2014-10-23,Windows
170166,Junktopia,2013-04-23,Android
170166,Junktopia,2013-04-29,iPad
170172,Hexwarrior,2012-07-16,Macintosh
170175,Rådgivaren,1998-01-31,Web Browser
170176,Ogifta Par,1997-10-29,Web Browser
170177,The Heat-Only Boiler Station,2000-03-10,Web Browser
170178,Rikedom.nu,2001-10-01,Web Browser
170215,Xeodrifter,2014-12-11,Nintendo 3DS
170215,Xeodrifter,2018-02-15,Nintendo Switch
170215,Xeodrifter,2016-07-04,PlayStation 4
170218,Hack 'n' Slash,2014-09-09,Linux
170218,Hack 'n' Slash,2014-09-09,Macintosh
170218,Hack 'n' Slash,2014-09-09,Windows
170032,Magnifico,2014-12-02,Windows
170116,Rugby Union Team Manager 2015,2014-12-03,Windows
170132,Shadow Puppeteer,2014-09-29,Windows
170154,Zombies Monsters Robots,2014-09-19,Windows
170157,Democracy 3: Extremism,2014-05-13,Windows
170158,Democracy 3: Social Engineering,2014-02-06,Windows
170159,Democracy 3: Clones and Drones,2014-10-27,Windows
170161,Yet Another Zombie Defense,2014-03-28,Windows
170161,Yet Another Zombie Defense,2017-08-25,Windows
170163,Kids vs Goblins,2012-01-23,iPad
169979,Space Hulk - Defilement of Honour Campaign,2014-11-21,Windows
169995,Hyper Ship Out Of Control,2011-09-15,iPad
169995,Hyper Ship Out Of Control,2014-08-07,Windows
169996,Hyper Ship Still Out Of Control,2014-01-20,iPad
169996,Hyper Ship Still Out Of Control,2012-01-19,Xbox 360
170000,Kilgazar,2013-07-01,Linux
170000,Kilgazar,2013-07-01,Macintosh
170000,Kilgazar,2013-07-01,Windows
170001,Ilamentia,2014-11-25,Windows
170004,Battletank L.O.B.A.,2014-02-06,Macintosh
170004,Battletank L.O.B.A.,2014-02-06,Windows
170024,Mutant Storm,2012-06-14,iPad
170027,Last Knight,2012-12-08,iPad
170027,Last Knight,2013-09-10,Macintosh
170027,Last Knight,2013-09-10,Windows
170028,Last Knight: Rogue Rider Edition,2014-10-03,Macintosh
170028,Last Knight: Rogue Rider Edition,2014-10-03,Windows
170615,Lineo Duel,2014-12-05,iPad
170668,Dark Souls II: Scholar of the First Sin,2015-04-02,PlayStation 3
170668,Dark Souls II: Scholar of the First Sin,2015-04-02,PlayStation 4
170668,Dark Souls II: Scholar of the First Sin,2015-04-02,Windows
170668,Dark Souls II: Scholar of the First Sin,2015-02-05,PlayStation 3
170668,Dark Souls II: Scholar of the First Sin,2015-04-09,PlayStation 4
170668,Dark Souls II: Scholar of the First Sin,2015-04-07,PlayStation 3
170668,Dark Souls II: Scholar of the First Sin,2015-04-07,PlayStation 4
170668,Dark Souls II: Scholar of the First Sin,2015-04-07,Xbox One
170668,Dark Souls II: Scholar of the First Sin,2015-04-01,Windows
170701,Pillar,2015-02-18,PlayStation 4
170701,Pillar,2015-05-29,Windows
170701,Pillar,2015-02-16,Xbox 360
170706,Five Nights At Freddy's 2,2014-11-11,Windows
170729,SimplePlanes,2014-12-09,Android
170729,SimplePlanes,2014-11-06,iPad
170729,SimplePlanes,2014-11-06,Macintosh
170729,SimplePlanes,2014-11-06,Windows
171137,Island Light,2014-08-13,Windows
171138,Only iF,2014-07-25,Windows
171140,Wildlife Park,2003-12-08,Windows
171141,Wildlife Park 2 - Dino World,2012-03-30,Windows
171142,Wildlife Park 2 - Farm World,2010-11-19,Windows
171145,Murder Miners,2014-07-25,Windows
171146,Pineview Drive,2016-08-26,PlayStation 4
171146,Pineview Drive,2014-07-31,Windows
171208,Smash Hit,2014-03-06,Android
171208,Smash Hit,2014-03-06,iPad
171210,BEDLAM,2015-10-13,Macintosh
171081,Choice of the Vampire,2012-10-10,iPad
171082,Choice of Broadsides,2010-04-01,Android
171082,Choice of Broadsides,2013-10-10,iPad
171082,Choice of Broadsides,2010-04-01,Web Browser
171082,Choice of Broadsides,2017-10-19,Linux
171083,Choice of Zombies,2012-04-04,iPad
171086,The Sailor's Dream,2014-11-06,iPad
171092,Bioshock Infinite: The Complete Edition,2014-11-04,PlayStation 3
171092,Bioshock Infinite: The Complete Edition,2014-11-04,Xbox 360
171092,Bioshock Infinite: The Complete Edition,2013-03-25,Windows
171099,Hyperdevotion Noire: Goddess Black Heart,2014-05-29,PlayStation Vita
171099,Hyperdevotion Noire: Goddess Black Heart,2016-04-26,Windows
171113,Cosmic Consensus,1998-12-19,Web Browser
171127,Train Simulator,2012-09-20,Windows
171127,Train Simulator,2013-09-26,Windows
171127,Train Simulator,2014-09-18,Windows
171127,Train Simulator,2017-11-16,Windows
171127,Train Simulator,2016-09-16,Windows
171127,Train Simulator,2015-09-17,Windows
171127,Train Simulator,2019-09-19,Windows
171132,Super Win the Game,2014-10-01,Linux
171132,Super Win the Game,2014-10-01,Macintosh
171132,Super Win the Game,2014-10-01,Windows
171135,Chuck's Challenge 3D,2014-02-28,Android
171135,Chuck's Challenge 3D,2014-02-28,Linux
171135,Chuck's Challenge 3D,2014-02-28,Macintosh
171135,Chuck's Challenge 3D,2014-02-28,Windows
171062,Showdown at Willow Creek,2013-11-15,iPad
171063,Choice of the Rock Star,2014-03-27,iPad
171066,The ORPHEUS Ruse,2013-10-17,iPad
171068,Choice of the Vampire: The Fall of Memphis,2013-08-01,iPad
171069,Choice of the Ninja,2013-07-25,iPad
171070,SLAMMED!,2013-06-28,iPad
171071,The Treasure Seekers of Lady Luck,2013-04-25,iPad
171072,Choice of Kung Fu,2012-12-21,iPad
171073,The Fleet,2012-12-17,iPad
171076,To the City of the Clouds,2012-10-25,iPad
171016,Mecha Ace,2014-06-13,Windows
171017,Heroes Rise: The Prodigy,2012-07-13,Windows
171018,Heroes Rise: The Hero Project,2013-09-20,Windows
171019,Choice of the Deathless,2013-12-20,Windows
171020,Yeti's Parole Officer,2014-10-10,iPad
171021,Neighbourhood Necromancer,2014-05-16,iPad
171032,Grass Simulator,2014-11-13,Windows
171047,Stoked,2009-11-23,Xbox 360
171060,NOLA Is Burning,2014-05-02,iPad
171061,Reckless Space Pirates,2013-12-06,iPad
170983,One late night: Deadline,2014-12-22,Windows
170993,DropTeam,2006-05-06,Macintosh
170993,DropTeam,2006-05-06,Windows
171003,Sudokuro,2007-05-16,Nintendo DS
171005,The Slaughtering Grounds,2014-10-31,Windows
171006,Sonic Boom: Rise of Lyric,2014-11-21,Wii U
171006,Sonic Boom: Rise of Lyric,2014-12-18,Wii U
171006,Sonic Boom: Rise of Lyric,2014-11-11,Wii U
171012,Psy High,2014-12-12,Windows
171013,The Last Monster Master,2014-12-22,iPad
171014,Thieves' Gambit: The Curse of the Black Cat,2014-10-17,Windows
171015,Heroes Rise: HeroFall,2014-07-11,Windows
170905,Might and Magic Heroes VI - Pirates of the Savage Sea Adventure Pack,2012-07-12,Windows
170906,Might and Magic Heroes VI - Danse Macabre Adventure Pack,2012-09-27,Windows
170933,APOC-X,2014-12-13,iPad
170974,Bladestorm: Nightmare,2015-03-20,PlayStation 3
170974,Bladestorm: Nightmare,2015-01-29,PlayStation 3
170974,Bladestorm: Nightmare,2015-03-17,PlayStation 3
170974,Bladestorm: Nightmare,2015-03-17,PlayStation 4
170974,Bladestorm: Nightmare,2015-03-17,Xbox One
170975,Dragon Fin Soup,2015-11-03,PlayStation 4
170978,Into Blue Valley,2014-12-24,Windows
170979,Nameless ~The one thing you must recall~,2013-11-11,Windows
170981,Ukranian Ninja,2014-12-23,Windows
170982,One Late Night,2013-01-16,Windows
170808,Gates of Horizon,2014-12-18,Windows
170819,Boot Hill Heroes,2014-04-09,Windows
170819,Boot Hill Heroes,2014-12-05,Xbox 360
170821,Amphora,2014-11-12,Windows
170823,Sigils of Elohim,2014-10-13,Android
170823,Sigils of Elohim,2014-10-13,iPad
170823,Sigils of Elohim,2014-10-13,Linux
170823,Sigils of Elohim,2014-10-13,Macintosh
170823,Sigils of Elohim,2014-10-13,Windows
170824,Rob the Expanding Robot,2014-12-20,Android
170862,The Old City: Leviathan,2014-12-01,Windows
170868,ADR1FT,2016-09-16,PlayStation 4
170868,ADR1FT,2016-09-16,Xbox One
170868,ADR1FT,2016-03-28,Windows
170891,Little Farm,2008-06-10,Windows
170904,Might and Magic Heroes VI: Shades of Darkness,2013-05-13,Windows
170750,TravelPop,2014-11-05,Android
170750,TravelPop,2014-05-05,iPad
170750,TravelPop,2014-09-11,Web Browser
170751,BoxPop,2014-10-01,Android
170751,BoxPop,2014-07-12,iPad
170753,MoviePop,2013-09-12,Android
170753,MoviePop,2013-06-19,iPad
170753,MoviePop,2013-11-13,Web Browser
170755,Corto Maltese Secrets of Venice,2014-12-10,Android
170755,Corto Maltese Secrets of Venice,2014-12-10,iPad
170755,Corto Maltese Secrets of Venice,2014-12-04,Macintosh
170755,Corto Maltese Secrets of Venice,2014-12-04,Windows
170758,Coming Out On Top,2014-12-10,Linux
170764,Light,2014-07-14,Linux
170764,Light,2014-07-14,Macintosh
170764,Light,2014-07-14,Windows
170765,Flockers,2014-09-19,PlayStation 4
170765,Flockers,2014-09-19,Linux
170765,Flockers,2014-09-19,Macintosh
170765,Flockers,2014-09-23,PlayStation 4
170765,Flockers,2014-09-19,Windows
170765,Flockers,2014-09-19,Xbox One
170766,Shadow Ops: Red Mercury,2004-10-01,Windows
170766,Shadow Ops: Red Mercury,2004-06-18,Xbox
170766,Shadow Ops: Red Mercury,2004-09-21,Windows
170766,Shadow Ops: Red Mercury,2004-06-15,Xbox
170766,Shadow Ops: Red Mercury,2004-09-17,Windows
170767,Slave Zero,2000-03-24,Windows
170767,Slave Zero,1999-10-31,Windows
170767,Slave Zero,1999-10-31,Sega Dreamcast
170768,Far Cry 4 - Hurk's Redemption,2014-11-18,PlayStation 3
170768,Far Cry 4 - Hurk's Redemption,2014-11-18,PlayStation 4
170768,Far Cry 4 - Hurk's Redemption,2014-11-18,Windows
170768,Far Cry 4 - Hurk's Redemption,2014-11-18,Xbox 360
170768,Far Cry 4 - Hurk's Redemption,2014-11-18,Xbox One
170731,SimpleRockets,2013-09-03,Android
170731,SimpleRockets,2013-07-18,iPad
170731,SimpleRockets,2013-09-05,Windows
170731,SimpleRockets,2014-02-03,Windows Phone
170734,Santa's Engineer,2011-11-04,iPad
170738,Marvel Contest of Champions,2014-12-10,Android
170738,Marvel Contest of Champions,2014-12-10,iPad
170741,Chain Chronicle,2014-10-28,Android
170741,Chain Chronicle,2014-11-19,iPad
170742,Seabeard,2014-10-21,iPad
170743,Okabu,2011-10-18,PlayStation 3
170744,Sneaky Sneaky,2014-11-12,iPad
170744,Sneaky Sneaky,2014-11-12,Macintosh
170744,Sneaky Sneaky,2014-11-12,Windows
170746,Highrise Heroes,2015-03-19,Android
170746,Highrise Heroes,2014-12-11,iPad
171212,The Fifth Day,2014-07-25,Windows
170748,Rick and Morty Presents: Jerry's Game,2014-12-17,Android
170748,Rick and Morty Presents: Jerry's Game,2014-12-01,iPad
170749,ShakePop,2014-11-21,iPad
171215,Afterfall: Reconquest – Episode 1,2014-07-24,Windows
171219,Pokémon Quartz,2006-03-23,Game Boy Advance
171220,Ghostship Aftermath,2014-07-18,Windows
171256,Qbeh-1: The Atlas Cube,2014-05-15,Macintosh
171259,Rekoil,2014-01-28,Windows
171259,Rekoil,2014-01-29,Xbox 360
171263,Zoo Rampage,2014-07-09,Windows
171645,Mini Motor Racing WRT,2014-12-18,iPad
171646,Sword of Asumi,2015-01-08,Linux
171649,Galcon (2008),2011-03-31,Android
171649,Galcon (2008),2008-07-18,iPad
171649,Galcon (2008),2010-07-14,Other Mobile Devices
171650,Galcon Labs,2009-10-01,iPad
171652,Galcon Legends,2014-06-04,Android
171652,Galcon Legends,2014-02-06,iPad
171652,Galcon Legends,2014-01-13,Linux
171652,Galcon Legends,2014-01-13,Macintosh
171652,Galcon Legends,2014-01-13,Windows
171653,Galcon 2: Galactic Conquest,2014-12-05,Android
171653,Galcon 2: Galactic Conquest,2014-12-18,iPad
171653,Galcon 2: Galactic Conquest,2014-12-05,Linux
171653,Galcon 2: Galactic Conquest,2014-12-05,Macintosh
171653,Galcon 2: Galactic Conquest,2014-12-05,Windows
171670,Coming Out Simulator 2014,2014-06-30,Web Browser
171678,Valkyria Chronicles - Challenges of the Edy Detachment,2010-02-25,PlayStation 3
171601,Rulers of Nations: Geopolitical Simulator 2,2014-07-16,Windows
171603,Farming World,2014-05-02,Macintosh
171604,Taxi,2014-08-22,Windows
171607,Santiago de Cuba,2014-12-17,iPad
171610,Biglands: A Game Made By Kids,2014-07-15,iPad
171610,Biglands: A Game Made By Kids,2014-08-25,Macintosh
171612,Lost Chronicles of Zerzura,2014-07-10,Windows
171616,Square Heroes,2014-10-28,Linux
171617,Garden Gnome Carnage,2014-02-20,Android
171619,Castle: Never Judge A Book By Its Cover,2014-11-20,iPad
171619,Castle: Never Judge A Book By Its Cover,2013-07-09,Macintosh
171639,Brothers in Arms: Art of War,2008-03-11,Other Mobile Devices
171586,Brothers in Arms 2: Global Front,2011-12-06,Android
171586,Brothers in Arms 2: Global Front,2011-11-22,iPad
171586,Brothers in Arms 2: Global Front,2010-02-22,iPad
171587,Brothers in Arms 3: Sons of War,2014-12-17,Android
171587,Brothers in Arms 3: Sons of War,2014-12-17,iPad
171587,Brothers in Arms 3: Sons of War,2014-12-17,Windows Phone
171588,Brothers in Arms,2008-07-14,N-Gage
171590,Valkyria Chronicles III,2011-01-27,PSP
171590,Valkyria Chronicles III,2011-11-23,PSP
171595,Rexzilla,2013-03-07,Windows
171596,Forsaken Uprising,2014-12-03,Windows
171597,The Awakened Fate Ultimatum,2015-03-20,PlayStation 3
171597,The Awakened Fate Ultimatum,2014-09-25,PlayStation 3
171597,The Awakened Fate Ultimatum,2015-03-17,PlayStation 3
171599,Smooth Operators,2013-02-28,Windows
171599,Smooth Operators,2013-01-14,Windows
171599,Smooth Operators,2012-09-14,Xbox 360
171600,GamersGoMakers,2014-08-08,Windows
171524,Dungelot 2,2014-06-18,Android
171524,Dungelot 2,2014-02-12,iPad
171525,The Firm,2014-08-07,iPad
171528,The Wolf Among Us,2014-11-07,PlayStation 3
171528,The Wolf Among Us,2014-01-14,iPad
171528,The Wolf Among Us,2014-11-04,PlayStation 3
171528,The Wolf Among Us,2014-11-04,PlayStation 4
171528,The Wolf Among Us,2014-11-04,PlayStation Vita
171528,The Wolf Among Us,2014-11-04,Xbox 360
171528,The Wolf Among Us,2014-11-04,Xbox One
171528,The Wolf Among Us,2013-10-11,Windows
171528,The Wolf Among Us,2013-10-11,Macintosh
171531,Cargo 3,2014-12-08,Windows
171562,Klonoa Beach Volleyball,2002-09-20,PlayStation
171581,Space Qube,2013-07-08,iPad
171583,Brothers in Arms: Hour of Heroes,2008-11-23,iPad
171461,Hatred,2015-06-01,Linux
171462,Zen Fish Sim,2014-09-18,Windows
171463,RECYCLE: Garbage Truck Simulator,2014-09-03,Windows
171464,Demonlisher,2011-01-01,Windows
171468,Train of Afterlife,2012-01-13,Linux
171469,Valcarta I: Rise of the Demon,2013-01-15,Windows
171471,Ranma 1/2 Chogi Ranbuhen,1994-04-28,SNES
171522,Dark Souls - Artorias of the Abyss,2012-10-23,PlayStation 3
171522,Dark Souls - Artorias of the Abyss,2012-10-23,Xbox 360
171523,Dungelot,2013-01-05,Android
171523,Dungelot,2013-01-10,iPad
171523,Dungelot,2013-02-09,Macintosh
171523,Dungelot,2013-02-09,Windows
171457,Echo of Soul,2013-09-11,Windows
171458,sZONE-ONLINE,2014-12-29,Windows
171459,Haunted House: Cryptic Graves,2014-11-25,Windows
171460,The Forgotten Ones,2014-07-16,Windows
171435,Lub vs Dub,2013-07-27,iPad
171438,Leo's Fortune,2014-07-08,Android
171438,Leo's Fortune,2014-04-10,iPad
