id,name,release_date,genre
326541,The Slater,2018-09-20,Stealth
326548,Century: Age of Ashes,2021-12-02,Flight Simulator
326552,Back 4 Blood,2021-10-12,Shooter
327117,Higurashi When They Cry - Chapter 8: Matsuribayashi,2020-05-14,Visual Novel
327118,Record of Grancrest War,2018-06-14,Strategy
327123,Nicolas Eymerich - The Inquisitor - Book 2 : The Village,2013-01-27,Adventure
327123,Nicolas Eymerich - The Inquisitor - Book 2 : The Village,2013-01-27,Point-and-Click
327144,Marvel: War of Heroes,2012-10-19,Action
327146,Scooby Doo (GBA),2002-06-06,Action
327147,Digimon Battle Spirit 2,2004-08-27,Fighting
327148,Scooby-Doo and the Cyber Chase,2001-12-07,Action
327148,Scooby-Doo and the Cyber Chase,2001-12-07,Platformer
328021,bobo robot,2019-08-01,Metroidvania
328022,Sproots,2019-08-13,Survival
328023,klym,2019-09-13,Platformer
328024,fishy,2019-10-10,Arcade
328025,Sokbots,2019-10-25,Fighting
328026,bandapes,2019-04-03,Rhythm
328027,passenger seat,2019-04-19,Other
328028,wamu wamu 2,2019-05-11,Action
328029,The Hour of the Rat,2019-06-05,Action
328030,rook,2019-06-20,Simulation
328007,Ginseng Hero,2020-03-31,Action Adventure
328008,Bubble Bobble 4 Friends,2020-03-31,Platformer
328011,Disc Party,2020-04-30,Sports
328012,Yardlings,2020-05-04,Strategy
328013,helionaut,2020-06-10,Action Adventure
328015,lairchitect,2020-06-27,Real Time Strategy
328017,Popo's Tower,2020-05-25,Platformer
328018,dead run,2020-07-01,Action
328018,dead run,2020-07-01,Survival
328019,Good Goods Incorporated,2019-08-31,Simulation
328020,Ollie & Bollie: Outdoor Estate,2018-10-10,Sandbox
327993,deer hunter II,2020-01-18,Survival
327994,Pupper Park,2020-01-18,Simulation
327999,Rock Paper Sock,2020-07-31,MMO
328000,Woodland Saga,2020-08-14,Strategy
328001,Flipper Volcano,2020-08-31,Pinball
328002,Grey Scout,2020-09-30,Stealth
328003,Fishy 3D,2020-10-07,Action Adventure
328004,King Pins,2020-10-24,Strategy
328005,skelets,2020-10-31,Action
328006,clickbox,2014-12-08,Simulation
327784,Super Smash Bros. for 3DS/Wii U - Fighters,2016-02-03,Fighting
327784,Super Smash Bros. for 3DS/Wii U - Fighters,2016-02-03,Platformer
327786,Super Smash Bros. for 3DS/Wii U - Stage Bundle,2016-02-03,Fighting
327786,Super Smash Bros. for 3DS/Wii U - Stage Bundle,2016-02-03,Platformer
327888,Cat Quest + Cat Quest 2 Pawsome Pack,2020-07-31,Action RPG
327988,Chatventures,2020-02-14,MMO
327988,Chatventures,2020-02-14,RPG
327989,blue drifter,2020-01-28,Action Adventure
327990,Uniseas,2020-02-24,Real Time Strategy
327991,labyrinth (2020),2020-01-31,Adventure
327992,Goblet Cave,2020-01-28,Adventure
327637,Beyond a Steel Sky,2020-07-16,Adventure
327527,Small World: Royal Bonus,2020-06-17,Strategy
327528,Childe of Light: The Golem's Plight Pack,2014-04-30,RPG
327529,Pixel Ripped 1995,2020-04-23,Adventure
327530,Detective Di: The Silk Rose Murders,2019-05-01,Point-and-Click
327531,Heretic Operative,2019-02-18,Strategy
327532,Heretic Operative - Blood Cult,2019-04-19,Strategy
327419,Blood: The Last Vampire,2006-01-26,Interactive Movie
327502,Blood+: Sōyoku no Battle Rondo,2006-07-27,Adventure
327503,Blood+: Final Piece,2006-09-07,Adventure
327503,Blood+: Final Piece,2006-09-07,RPG
327503,Blood+: Final Piece,2006-09-07,Visual Novel
327310,Nox Archaist,2020-12-12,RPG
327335,BanG Dream! Girls Band Party!,2017-03-16,Adventure
327335,BanG Dream! Girls Band Party!,2017-03-16,Rhythm
327379,Namida no Sokoban Special,1986-07-30,Puzzle
327380,Deep Dungeon: Madō Senki,1986-12-19,RPG
327391,Kingdom Hearts All-in-One Package,2020-03-17,Action RPG
327397,Campido,2018-10-28,Management
327397,Campido,2018-10-28,Strategy
327418,Blood: The Last Vampire – Volume 1,2000-12-21,Interactive Movie
327149,Pinball Advance,2002-11-11,Pinball
327150,WWE Road to WrestleMania X8,2002-10-23,Fighting
327150,WWE Road to WrestleMania X8,2002-10-23,Sports
327151,Bruce Lee: Return of the Legend,2003-03-21,Beat 'em Up
327153,Umihara Kawase BaZooKa!,2020-10-20,Action
327153,Umihara Kawase BaZooKa!,2020-10-20,Arcade
327153,Umihara Kawase BaZooKa!,2020-10-20,Party
327154,Umihara Kawase Fresh!,2019-07-09,Action
327154,Umihara Kawase Fresh!,2019-07-09,Adventure
327154,Umihara Kawase Fresh!,2019-07-09,Platformer
327159,Doki Doki Poyacchio,1998-09-10,Dating Sim
327159,Doki Doki Poyacchio,1998-09-10,Life Simulation
327159,Doki Doki Poyacchio,1998-09-10,RPG
327171,Beyblade: V-Force – Ultimate Blader Jam,2003-11-18,Action
327187,Retro Bowl,2020-03-24,Simulation
327187,Retro Bowl,2020-03-24,Sports
327251,Penguins of Madagascar,2014-11-18,Action
327251,Penguins of Madagascar,2014-11-18,Adventure
327251,Penguins of Madagascar,2014-11-18,Puzzle
327300,Dimension Drifter,2018-09-28,Action
327300,Dimension Drifter,2018-09-28,Shooter
328031,pilfer,2019-07-03,Stealth
328032,Featherfall,2019-02-13,Action Adventure
328034,kraken's curse,2018-12-08,Roguelike
328035,Clutchball,2018-12-19,Sports
328036,Peppered,2019-01-04,Sports
328037,capy hoky,2019-01-18,Sports
328038,Brume,2019-01-30,Action Adventure
328039,Penguin Park 3D,2019-02-28,Simulation
328040,kart kids,2019-05-04,Racing
328041,Pipo Park,2020-11-25,Sandbox
329152,SENRAN KAGURA ESTIVAL VERSUS — Ikki Tousen Set,2016-03-14,Fighting
329171,Rayman Adventures,2015-10-29,Endless Runner
329181,Quest for Oil,2013-06-10,Educational
329181,Quest for Oil,2013-06-10,Simulation
329181,Quest for Oil,2013-06-10,Strategy
329207,SantaCraft,2020-12-15,Adventure
329210,FutureGrind,2019-01-22,Endless Runner
329210,FutureGrind,2019-01-22,Sports
329211,Sidewords,2017-09-08,Puzzle
329239,Uppers,2017-07-14,Fighting
329269,Rescue the Enchanter,2016-12-16,Adventure
329270,Red Woods: Awakening,2017-12-05,Adventure
329270,Red Woods: Awakening,2017-12-05,Puzzle
329271,Res Militaria Rome,2019-10-15,Strategy
328901,Senran Kagura: Estival Versus – DOA Collaboration Set,2016-04-04,Fighting
329008,Bao Electronic Board Game,2020-08-22,Strategy
329013,The Crown of Leaves,2018-11-27,Point-and-Click
329013,The Crown of Leaves,2018-11-27,Visual Novel
329014,The Choice of Life: Middle Ages,2020-11-06,Life Simulation
329085,Runefall,2018-06-06,Puzzle
329093,SoniComi,2011-11-25,Visual Novel
329094,SoniPro,2014-07-31,Visual Novel
329132,SENRAN KAGURA Peach Beach Splash - DOAX3 Collaboration Pack,2017-10-16,First Person Shooter
329135,SENRAN KAGURA Peach Beach Splash - VALKYRIE DRIVE -BHIKKHUNI- Collaboration Pack,2017-12-04,Fighting
329137,SENRAN KAGURA Peach Beach Splash - Ikki Tōsen EE Collaboration Pack,2017-11-06,Fighting
328843,My Maid Girlfriend,2017-12-12,Dating Sim
328847,My Strange Girlfriend,2018-02-07,Dating Sim
328858,My Vampire Girlfriend,2017-09-18,Dating Sim
328860,My Wolf Girlfriend,2020-05-19,Dating Sim
328743,YUME,2021-01-15,Adventure
328743,YUME,2021-01-15,Point-and-Click
328747,Senran Kagura: Portrait of Girls,2011-09-22,Action
328747,Senran Kagura: Portrait of Girls,2011-09-22,Beat 'em Up
328763,Kandagawa Jet Girls,2020-01-16,Racing
328764,Kandagawa Jet Girls — SENRAN KAGURA Character Pass,2020-08-25,Racing
328596,Loca-Love: My Cute Roommate,2018-10-26,Visual Novel
328597,Loca-Love: My Commuting Crush,2019-08-30,Visual Novel
328598,Loca-Love: My Pure Priestess,2020-08-21,Visual Novel
328599,Momoiro Closet,2018-04-27,Visual Novel
328600,True Love ~Jun'ai Monogatari~,1995-06-09,Dating Sim
328600,True Love ~Jun'ai Monogatari~,1995-06-09,Visual Novel
328601,Wonderful Everyday ~Diskontinuierliches Dasein~,2010-05-26,Visual Novel
328602,Dungeon Girl,2018-07-30,Puzzle
328602,Dungeon Girl,2018-07-30,RPG
328672,Nitro+ Royal -Heroines Duel-,2007-08-16,Fighting
328741,Hentai House,2019-08-29,Dating Sim
328741,Hentai House,2019-08-29,Puzzle
328273,Raccoon Lagoon,2019-07-25,Life Simulation
328469,The Wind and Wilting Blossom,2020-12-11,Tactical RPG
328481,Get aCC_e55,2019-09-21,Point-and-Click
328481,Get aCC_e55,2019-09-21,Puzzle
328488,Dogolrax,2017-02-24,Platformer
328559,NEKOPARA Vol. 4,2020-11-26,Visual Novel
328561,Futa Fix Dick Dine and Dash,2020-12-22,Visual Novel
328573,WRATH: Aeon of Ruin,2019-11-22,First Person Shooter
328573,WRATH: Aeon of Ruin,2019-11-22,Shooter
328121,The Ambassador: Fractured Timelines,2020-08-13,Action
328121,The Ambassador: Fractured Timelines,2020-08-13,Shooter
328132,Warhammer Underworlds: Online - Warband: The Chosen Axes,2020-10-20,Strategy
328133,Warhammer Underworlds: Online - Warband: Eyes of the Nine,2020-08-20,Strategy
328134,Warhammer Underworlds: Online - Warband: Thorns of the Briar Queen,2020-05-28,Strategy
328135,Vampire: The Masquerade – Shadows of New York,2020-09-10,Visual Novel
328136,Siege Defenders TD,2020-12-10,Strategy
328205,World War II: Panzer Claws 2,2004-12-03,Strategy
328206,World War II: Panzer Claws [compilation],2012-02-24,Strategy
328227,Call of Duty: Warzone,2020-03-10,First Person Shooter
328075,"Warhammer 40,000: Armageddon – Da Orks",2016-08-18,Strategy
328076,Warhammer Underworlds: Online,2020-01-28,Strategy
328077,Warhammer: Chaos & Conquest,2020-12-14,MMO
328077,Warhammer: Chaos & Conquest,2020-12-14,Strategy
328079,Chicago 1930,2004-02-20,Strategy
328083,Morkredd,2020-12-10,Puzzle
328116,Cube Hunters Arena,2020-03-13,Arcade
328117,Total Tank Simulator,2020-05-20,Action
328117,Total Tank Simulator,2020-05-20,Simulation
328117,Total Tank Simulator,2020-05-20,Strategy
328118,Song of Horror,2019-10-31,Action Adventure
328118,Song of Horror,2019-10-31,Survival
328119,Minoria,2019-08-27,Metroidvania
328119,Minoria,2019-08-27,Platformer
328120,Deleveled,2020-09-10,Platformer
328120,Deleveled,2020-09-10,Puzzle
328042,Pocket Watch,2020-12-25,Adventure
328044,bloks,2020-12-31,Puzzle
328045,Adeptus Titanicus: Dominus,2018-05-31,Strategy
328048,Blood Bowl 2 - DEATH ZONE,2018-07-17,Management
328048,Blood Bowl 2 - DEATH ZONE,2018-07-17,Sports
328048,Blood Bowl 2 - DEATH ZONE,2018-07-17,Tactical RPG
328050,Panoptic,2020-10-08,Stealth
328060,The Room VR: A Dark Matter,2020-03-26,Adventure
328062,Streets of Red: Devil's Dare Deluxe,2018-04-12,Beat 'em Up
329272,Retro Football Management,2019-08-09,Management
329273,Slice Fractions 2,2018-01-09,Educational
329274,Solitaire (Patience),2014-04-22,Classic Games
329275,Somewhere: The Vault Papers,2018-03-08,Adventure
329277,Star Diffusion,2019-12-11,Adventure
329277,Star Diffusion,2019-12-11,Shooter
329278,Stone Of Souls,2014-10-04,Action RPG
329279,Stone Of Souls 2: Stone Parts,2015-07-23,Action RPG
329282,Sudoku [Dronzer],2019-12-24,Puzzle
329283,Sudoku Pro,2020-03-13,Puzzle
329284,Tabou Stories: Love Episodes,2020-02-14,Visual Novel
330297,Hegemony III: The Eagle King,2017-02-16,Real Time Strategy
330297,Hegemony III: The Eagle King,2017-02-16,Survival
330397,Lewd Producer,2020-08-09,Clicker / Incremental
330397,Lewd Producer,2020-08-09,Dating Sim
330410,Kink Inc.,2020-08-05,Clicker / Incremental
330414,Mass Effect Legendary Edition,2021-05-15,RPG
330143,Animaniacs Game Pack,1997-12-31,Action Adventure
330143,Animaniacs Game Pack,1997-12-31,Arcade
330143,Animaniacs Game Pack,1997-12-31,Racing
330154,Mastermind (Hasbro),1998-02-28,Classic Games
330154,Mastermind (Hasbro),1998-02-28,Strategy
330156,Angry Bangers,2020-11-12,RPG
330157,Milton Bradley Classic Board Games,1999-07-24,Classic Games
330159,Casting Agent,2020-10-20,Clicker / Incremental
330159,Casting Agent,2020-10-20,Dating Sim
330161,Vegas on Wasteland,2020-10-18,Classic Games
330163,Chick Empire,2020-10-14,Clicker / Incremental
330164,Sexy Airlines,2020-09-22,Clicker / Incremental
330164,Sexy Airlines,2020-09-22,Strategy
330168,Magicami DX,2020-08-30,RPG
330166,Cyberlicious GO,2020-09-19,Action Adventure
330239,Rocks'n'Diamonds,1998-12-05,Puzzle
330239,Rocks'n'Diamonds,1998-12-05,Scrolling
330282,Rifts: Promise of Power,2005-09-19,Tactical RPG
330046,The Elder Scrolls Online - Blackwood,2021-06-01,RPG
330086,Dungeon & Pixel Hero,2018-08-06,Dungeon Crawler
330086,Dungeon & Pixel Hero,2018-08-06,RPG
330087,PUMA RS Game,2019-11-14,Arcade
330087,PUMA RS Game,2019-11-14,Endless Runner
330088,Versus Tales X,2020-10-12,Adventure
330088,Versus Tales X,2020-10-12,RPG
330090,Alice Re:Code X,2021-01-11,RPG
330091,Tavern of Sins,2021-01-10,Arcade
330098,The Predators,2020-12-21,Simulation
330098,The Predators,2020-12-21,Strategy
330099,BustyBiz,2020-08-23,Strategy
330100,ReBless Zwei R,2020-12-02,RPG
330102,Hot Gym,2020-07-30,Clicker / Incremental
329750,Rance IV – Collapse of Zeth –,2004-08-27,Dungeon Crawler
329750,Rance IV – Collapse of Zeth –,2004-08-27,RPG
329751,Tokimeki Check-In,1999-01-24,Visual Novel
329752,Crescendo,2001-09-28,Visual Novel
329826,Curse of Kudan,2019-04-12,Visual Novel
329899,Tingle's Balloon Fight,2007-04-12,Platformer
329900,Zekkyou Senshi: Sakeburein,2007-09-11,Beat 'em Up
329433,Super Mario World Mario to Yoshi no Bōken Land,1991-08-10,Other
329446,The Wilting Amaranth,2018-04-04,Visual Novel
329647,Home Behind 2,2021-01-22,Action
329647,Home Behind 2,2021-01-22,Roguelike
329647,Home Behind 2,2021-01-22,RPG
329647,Home Behind 2,2021-01-22,Strategy
329647,Home Behind 2,2021-01-22,Survival
329708,Chop is dish,2018-11-28,Platformer
329749,Rance 5D - Lonely Girl -,2002-10-25,Dungeon Crawler
329749,Rance 5D - Lonely Girl -,2002-10-25,RPG
329338,The Wordies,2018-08-23,Puzzle
329342,Urban Drug Empire,2020-02-22,Strategy
329344,Word Master,2018-08-28,Puzzle
329345,Word Quest,2018-09-07,Puzzle
329349,Kissa,2020-12-22,Life Simulation
329380,Word Search Unlimited,2018-08-30,Puzzle
329381,Word Silent,2020-04-07,Puzzle
329287,Tempura of the Dead,2010-11-09,Action
329290,Kishin Hishou Demonbane,2006-05-26,Visual Novel
330440,Card of Darkness,2019-09-19,Roguelike
330440,Card of Darkness,2019-09-19,RPG
329291,"""Hello, world.""",2002-12-20,Visual Novel
329308,At Dead of Night,2020-11-19,Interactive Movie
329327,Danny Phantom: Urban Jungle,2006-09-18,Scrolling
329327,Danny Phantom: Urban Jungle,2006-09-18,Shoot 'em Up
329332,Explore Fushimi Inari,2019-10-11,Walking Simulator
329334,Tail Gun Charlie,2017-03-05,First Person Shooter
329335,Taps to Riches,2016-10-25,Clicker / Incremental
329335,Taps to Riches,2016-10-25,Simulation
329336,The cat's meow town,2018-03-01,Life Simulation
331197,Ella 2048,2021-02-23,Adventure
331197,Ella 2048,2021-02-23,Puzzle
331197,Ella 2048,2021-02-23,RPG
331198,Scarlet Crisis,2021-09-30,Adventure
331198,Scarlet Crisis,2021-09-30,Strategy
331199,Candy Chicks,2021-08-02,Clicker / Incremental
331199,Candy Chicks,2021-08-02,Dating Sim
331199,Candy Chicks,2021-08-02,Puzzle
331200,Gear Babes,2020-10-27,RPG
331201,Brazzers The Game,2021-04-20,Clicker / Incremental
331201,Brazzers The Game,2021-04-20,Simulation
331202,Waifu Surprise,2021-02-16,Puzzle
331203,HuniePop 2: Double Date,2021-02-08,Dating Sim
331203,HuniePop 2: Double Date,2021-02-08,Puzzle
331219,Ride 4,2020-10-08,Racing
331219,Ride 4,2020-10-08,Simulation
331225,Abode 2,2019-11-07,Adventure
331225,Abode 2,2019-11-07,Puzzle
331121,Armor Blitz,2016-10-31,Real Time Strategy
331154,Attack On Moe H,2017-05-24,Clicker / Incremental
331157,Bitch Hunter,2017-10-12,Adventure
331157,Bitch Hunter,2017-10-12,Simulation
331175,House of Sin,2021-06-28,Clicker / Incremental
331179,NSFW Studio,2021-11-03,Clicker / Incremental
331179,NSFW Studio,2021-11-03,Dating Sim
331180,Porn Tycoon: The Golden Age,2021-07-12,Clicker / Incremental
331180,Porn Tycoon: The Golden Age,2021-07-12,Management
331181,The Senator's Daughter,2019-06-30,Visual Novel
331186,Pleasure Inc,2021-07-07,Clicker / Incremental
331196,Lust Academy,2021-03-11,Shoot 'em Up
331093,Taps of Eradine,2017-11-22,Clicker / Incremental
331094,Taimanin Asagi -Battle Arena-,2018-09-26,MOBA / A-RTS
331099,Fap CEO,2018-07-23,Clicker / Incremental
331099,Fap CEO,2018-07-23,Dating Sim
331099,Fap CEO,2018-07-23,Management
331107,Kamihime PROJECT R,2017-02-15,RPG
331112,Sweet State,2015-03-15,Dating Sim
331113,Synthetic Love,2018-04-27,Visual Novel
331116,Harem Heroes,2016-07-25,Action Adventure
331004,7 Angels,2018-05-01,Dating Sim
331005,Tactics Elemental,2017-04-06,Tactical RPG
331007,Cosmic Shock League,2018-10-08,Action
331007,Cosmic Shock League,2018-10-08,Arcade
331007,Cosmic Shock League,2018-10-08,Puzzle
331060,Crystal Maidens,2017-06-07,Action RPG
331063,Sacred Sword Princesses,2018-02-16,RPG
331065,Booty Farm,2018-12-14,Dating Sim
331066,Planes of Eros,2018-09-19,RPG
331066,Planes of Eros,2018-09-19,Strategy
331067,Fake Lay,2017-09-14,Clicker / Incremental
331067,Fake Lay,2017-09-14,Dating Sim
331085,Honey Crush,2018-08-19,Adventure
330680,Lonesome Village,2021-08-05,Life Simulation
330680,Lonesome Village,2021-08-05,Puzzle
330753,Lovecraft's Untold Stories,2019-01-31,Action
330753,Lovecraft's Untold Stories,2019-01-31,Roguelike
330756,Total War: WARHAMMER III,2022-02-17,Strategy
330762,Loco Motive,2020-11-29,Adventure
330762,Loco Motive,2020-11-29,Point-and-Click
330948,Samir Chafai,2021-01-06,Real Time Strategy
330948,Samir Chafai,2021-01-06,Strategy
330998,Girls Garrison,2019-02-17,Tower Defense
330999,Smutstone,2019-02-17,Strategy
331002,Seven Sirens,2019-03-03,Action RPG
331002,Seven Sirens,2019-03-03,Puzzle
330558,Digital Monster: D-Project,2002-08-03,Adventure
330564,One Piece: Chopper's Big Adventure,2003-10-16,Adventure
330572,Soul Senki,2019-11-04,Beat 'em Up
330572,Soul Senki,2019-11-04,RPG
330574,Hentai Clicker,2019-08-20,Clicker / Incremental
330575,Vixen Wars,2019-09-30,Tower Defense
330577,King of Wasteland,2019-09-26,Survival
330578,Sacred Sword Sweeties,2019-07-01,Action RPG
330578,Sacred Sword Sweeties,2019-07-01,Dating Sim
330580,Project QT,2019-05-18,Fighting
330580,Project QT,2019-05-18,RPG
330583,Märchen Nocturne,2019-05-04,Action RPG
330595,BoobRun,2015-01-23,Endless Runner
330512,Monster Harem,2020-04-13,RPG
330513,Boner War,2020-02-29,Tower Defense
330515,Ninja Maidens,2020-02-10,RPG
330518,Lustful Shores,2019-10-28,Tower Defense
330519,Merge Nymphs,2019-07-08,Puzzle
330520,Magical Girdle,2019-12-06,Action Adventure
330526,Spinch,2020-09-03,Platformer
330496,Lewd League Soccer,2020-08-02,Sports
330497,Mahjong Strip Club,2020-07-07,Classic Games
330498,Sorakana,2020-07-06,RPG
330501,Cooking Bae,2020-06-29,Dating Sim
330501,Cooking Bae,2020-06-29,Management
330502,War of Venus,2020-04-20,Strategy
330503,SF Girls,2020-06-15,Tower Defense
330505,College Life,2020-05-12,Clicker / Incremental
330505,College Life,2020-05-12,Dating Sim
330507,Superdimensional Sex Shop,2020-04-20,Clicker / Incremental
330507,Superdimensional Sex Shop,2020-04-20,Dating Sim
330508,Heavy Metal Babes,2020-05-05,RPG
330511,Sinful Puzzle,2020-12-08,Dating Sim
330511,Sinful Puzzle,2020-12-08,Puzzle
331309,Hentai Crush,2019-03-14,Dating Sim
331309,Hentai Crush,2019-03-14,Puzzle
331310,How To Date A Magical Girl,2019-01-31,Dating Sim
331310,How To Date A Magical Girl,2019-01-31,Visual Novel
331311,Forgotten Trace: Thanatos in Nostalgia,2020-06-24,Visual Novel
331357,CastleStorm II,2020-07-31,Tower Defense
331368,Dom Rusalok,2021-01-06,Adventure
331368,Dom Rusalok,2021-01-06,Point-and-Click
331371,Endless Voyage,2021-01-08,Roguelike
331371,Endless Voyage,2021-01-08,Strategy
331373,The Labyrinth,2021-01-08,Adventure
331373,The Labyrinth,2021-01-08,Text Adventure
331374,Vermitron,2021-01-23,Action
331374,Vermitron,2021-01-23,Arcade
331375,Devour,2021-01-28,Action
331375,Devour,2021-01-28,Survival
331376,HROT,2021-01-29,First Person Shooter
332236,Supraland Crash,2020-07-03,Action Adventure
332236,Supraland Crash,2020-07-03,Metroidvania
332236,Supraland Crash,2020-07-03,Platformer
332236,Supraland Crash,2020-07-03,Puzzle
331936,World's End Club,2020-09-24,Puzzle
331936,World's End Club,2020-09-24,Visual Novel
331951,Pillars of Eternity II: Deadfire – Beast of Winter,2018-08-02,Adventure
331951,Pillars of Eternity II: Deadfire – Beast of Winter,2018-08-02,Dungeon Crawler
331951,Pillars of Eternity II: Deadfire – Beast of Winter,2018-08-02,Fighting
331951,Pillars of Eternity II: Deadfire – Beast of Winter,2018-08-02,Party
331951,Pillars of Eternity II: Deadfire – Beast of Winter,2018-08-02,RPG
332000,Pillars of Eternity II: Deadfire – Obsidian Edition,2018-05-08,Dungeon Crawler
332000,Pillars of Eternity II: Deadfire – Obsidian Edition,2018-05-08,Fighting
332000,Pillars of Eternity II: Deadfire – Obsidian Edition,2018-05-08,RPG
332063,Dawn of Heroes,2010-09-13,Tactical RPG
332072,Lumen,2021-02-05,Pinball
331874,"The Diary of the Cheating Young Married Woman, Yuka",2019-06-21,RPG
331875,Night Crawling is BAD?!,2019-09-05,Simulation
331876,Night Crawling is Really Dodgy!,2020-01-12,Simulation
331877,Noble Woman's Pastries,2019-02-08,RPG
331878,SIE-Hina's Online Porn Adventure,2020-02-06,RPG
331879,Sleeping Beauty,2014-07-14,Simulation
331921,Rogue adventure: Card Battles & Deck Building RPG,2019-08-03,Roguelike
331921,Rogue adventure: Card Battles & Deck Building RPG,2019-08-03,Strategy
331792,Time Gate: Knight's Chase,1995-01-01,Action RPG
331792,Time Gate: Knight's Chase,1995-01-01,Adventure
331863,Knockout City,2021-05-21,Sports
331870,Vanilla - Garden of Judgement,2018-08-10,Visual Novel
331873,Flower FairY,2016-07-24,Action
331873,Flower FairY,2016-07-24,Scrolling
331631,Record of Agarest War Mariage,2019-01-31,RPG
331631,Record of Agarest War Mariage,2019-01-31,Strategy
331632,Yu Escape / Monday,2020-05-01,Adventure
331632,Yu Escape / Monday,2020-05-01,Puzzle
331634,The Amazing American Circus,2021-09-16,Management
331634,The Amazing American Circus,2021-09-16,Strategy
331662,Disney Princess,2003-04-04,Action Adventure
331662,Disney Princess,2003-04-04,Platformer
331662,Disney Princess,2003-04-04,Scrolling
331791,Submarine Titans,2000-08-09,Real Time Strategy
331577,Co-Open,2020-02-02,Simulation
331581,Chess [Mac OS X],2015-04-29,Classic Games
331592,Firebitch,2021-02-15,Arcade
331592,Firebitch,2021-02-15,Shoot 'em Up
331623,Deadly Days,2019-09-19,Roguelike
331623,Deadly Days,2019-09-19,Strategy
331625,Voices from the Sea,2014-09-16,Visual Novel
331626,Steel Vampire,2018-11-16,Scrolling
331626,Steel Vampire,2018-11-16,Shoot 'em Up
331627,Strikey Sisters,2017-06-01,Arcade
331628,The Keep,2017-03-16,Dungeon Crawler
331628,The Keep,2017-03-16,RPG
331629,Sink Again,2020-12-17,Action Adventure
331629,Sink Again,2020-12-17,Tactical RPG
331630,NEKOPALIVE,2016-05-31,Simulation
331467,The Last Birdling,2017-08-31,Visual Novel
331469,Banzai Escape,2016-03-16,Shooter
331470,A Light in the Dark,2018-06-15,Visual Novel
331471,Detective Girl of the Steam City,2019-07-19,RPG
331473,Konami Collector's Series: Castlevania & Contra,2002-11-16,Classic Games
331487,Swag and Sorcery,2019-05-09,RPG
331540,Riddle Joker,2018-03-30,Visual Novel
331560,Control: Ultimate Edition,2020-10-20,Action
331560,Control: Ultimate Edition,2020-10-20,Adventure
331567,Outward - The Soroboreans,2020-06-16,RPG
331392,Narita Boy,2021-03-30,Metroidvania
331392,Narita Boy,2021-03-30,Platformer
331462,Shade Harvest,2018-04-14,Strategy
331465,Ancient Stories: Gods of Egypt,2019-01-09,Puzzle
331466,Creeping Terror,2017-01-08,Adventure
331466,Creeping Terror,2017-01-08,Puzzle
331466,Creeping Terror,2017-01-08,Survival
331377,Annalynn,2021-01-29,Arcade
331377,Annalynn,2021-01-29,Platformer
331378,Everybody Wham Wham,2021-01-29,Adventure
331379,Dragon Creek,2021-01-29,Simulation
331380,Kaze and the Wild Masks,2021-03-26,Platformer
331382,Turnip Boy Commits Tax Evasion,2021-04-22,Action
332262,Panzer Paladin,2021-07-21,Scrolling
332267,PGA TOUR 2K21,2020-08-21,Sports
333622,btw - puzzle maze,2018-02-25,Puzzle
333627,Kings of Kung Fu,2015-06-25,Fighting
333628,Now You See,2019-09-30,Point-and-Click
333306,Android Hunter A,2020-11-26,Metroidvania
333306,Android Hunter A,2020-11-26,Platformer
333306,Android Hunter A,2020-11-26,Shooter
333307,Rainbow Robin,2019-10-14,Endless Runner
333307,Rainbow Robin,2019-10-14,Platformer
333308,Super Robin!,2019-05-07,Action Adventure
333308,Super Robin!,2019-05-07,Action RPG
333308,Super Robin!,2019-05-07,Platformer
333374,The Zodiac Trial,2021-01-21,Puzzle
333374,The Zodiac Trial,2021-01-21,Visual Novel
333538,Spire Blast,2021-01-22,Action
333538,Spire Blast,2021-01-22,Puzzle
333176,Titan Chaser,2021-02-23,Adventure
333176,Titan Chaser,2021-02-23,Walking Simulator
333274,Head AS Code,2021-02-09,Puzzle
333274,Head AS Code,2021-02-09,Visual Novel
333277,Birth ME Code,2020-04-22,Puzzle
333277,Birth ME Code,2020-04-22,Visual Novel
332999,Arid,2021-06-29,Survival
334018,Surviving Mars: In-Dome Buildings Pack,2021-03-15,Life Simulation
334018,Surviving Mars: In-Dome Buildings Pack,2021-03-15,Management
334018,Surviving Mars: In-Dome Buildings Pack,2021-03-15,Strategy
334020,Surviving Mars: Project Laika,2019-05-16,Life Simulation
334020,Surviving Mars: Project Laika,2019-05-16,Management
334020,Surviving Mars: Project Laika,2019-05-16,Strategy
334021,Lust from Beyond: Scarlet,2020-10-15,Action Adventure
334022,Surviving Mars: Stellaris Dome Set,2018-03-15,Life Simulation
334022,Surviving Mars: Stellaris Dome Set,2018-03-15,Management
334022,Surviving Mars: Stellaris Dome Set,2018-03-15,Strategy
334024,Surviving Mars: Colony Design Set,2018-11-15,Life Simulation
334024,Surviving Mars: Colony Design Set,2018-11-15,Management
334024,Surviving Mars: Colony Design Set,2018-11-15,Strategy
334026,Surviving Mars: Marsvision Song Contest,2018-11-15,Life Simulation
334026,Surviving Mars: Marsvision Song Contest,2018-11-15,Management
334026,Surviving Mars: Marsvision Song Contest,2018-11-15,Strategy
334036,Darkest Dungeon: The Musketeer,2018-06-19,Dungeon Crawler
334036,Darkest Dungeon: The Musketeer,2018-06-19,RPG
334036,Darkest Dungeon: The Musketeer,2018-06-19,Scrolling
